LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
MCNICKLE,TAMMY,1916/6/12,Alderwood,430-68-6910,FEMALE,1282,FOURTEENTH,1935/8/12,DEMOCRAT
WADE,JOSE,1915/1/30,Alderwood,147-43-8071,MALE,1222,CHARTREUX,1935/8/13,DEMOCRAT
FANG,TABITHA,1916/6/14,Washington,282-42-7615,FEMALE,231,MAIN,1935/8/14,REPUBLICAN
FITZSIMMONS,BENJAMIN,1915/2/1,Alderwood,042-90-9480,MALE,1518,PERSIMMON,1935/8/15,REPUBLICAN
FLYNN,DEBORAH,8-Apr-34,Idaho,401-30-9928,FEMALE,52,BOBTAIL,1935/8/16,REPUBLICAN
WANG,NATHAN,1913/9/21,Oregon,685-59-7308,MALE,862,BIRCH,1935/8/17,REPUBLICAN
ANDREW,SANDRA,1913/9/22,Alderwood,090-29-8134,FEMALE,2968,BOXWOOD,1935/8/18,REPUBLICAN
PRASAD,LOGAN,8-Apr-34,Utah,162-72-6136,MALE,665,STRAWBERRY,1935/8/19,REPUBLICAN
BENNETT,PATRICIA,1916/6/20,MEXICO,169-28-7095,FEMALE,189,PINE,1935/8/20,REPUBLICAN
ROSS,KEVIN,1915/2/7,ARIZONA,288-08-9565,MALE,279,SUMAC,1935/8/21,INDEPENDENT
GEORGE,DONNA,1913/9/26,Alderwood,014-08-1411,FEMALE,1651,WOLFHOUND,1935/8/22,DEMOCRAT
BUCHANAN,GABRIEL ,1915/2/9,ARIZONA,325-78-0835,MALE,751,LABRADOR,1935/8/23,DEMOCRAT
COOPER,LINDA,1912/5/16,Alderwood,742-17-9373,FEMALE,996,NINTH,1935/8/24,DEMOCRAT
WILLIAMSON,NOAH,1913/9/29,Alderwood,580-58-6084,MALE,1431,SNOWBERRY,1935/8/25,DEMOCRAT
CHAPAS,DEBRA,1916/6/26,ARIZONA,267-04-2947,FEMALE,305,CROWBERRY,1935/8/26,DEMOCRAT
DAI,CALEB,1917/8/31,Alderwood,734-02-6736,MALE,126,CHOLLA,1935/8/27,REPUBLICAN
LEE,BRENDA,1913/10/2,MEXICO,821-98-4069,FEMALE,130,AKITA,1935/8/28,REPUBLICAN
NELSON,JORDAN,1913/10/3,Alderwood,676-95-5947,MALE,2492,TONKINESE,1935/8/29,REPUBLICAN
BROWN,JASMINE,1913/10/4,Washington,961-46-6790,FEMALE,1114,SNOWBERRY,1935/8/30,REPUBLICAN
SULLIVAN,HUNTER,1913/10/5,Alderwood,082-14-1634,MALE,1256,FIFTEENTH,1935/8/31,REPUBLICAN
MALONEY,SYDNEY,1913/10/6,Alderwood,281-91-2290,FEMALE,3283,RAGDOLL,1935/9/1,REPUBLICAN
FLUCKIGER,CAMERON,1915/2/19,Alderwood,184-73-9778,MALE,641,LAUREL,1935/9/2,REPUBLICAN
SLIVA,VICTORIA,1912/5/26,Washington,678-69-8376,FEMALE,1,CLOUDBERRY,1935/9/3,INDEPENDENT
SEWARDS,KYLE,1913/10/9,Alderwood,891-10-4464,MALE,1974,ROSEMARY,1935/9/4,DEMOCRAT
STOVER,ANNA,1915/2/22,Alderwood,602-83-8390,FEMALE,1694,CHERRY,1935/9/5,DEMOCRAT
SUAREZ,ELIJAH,1916/7/7,MASSACHUSETTS,192-81-2106,MALE,155,SCHNAUZER,1935/9/6,DEMOCRAT
MCKINNEY,BRIANNA,1916/7/8,ARIZONA,208-81-0224,FEMALE,97,EIGHTEENTH,1935/9/7,DEMOCRAT
SPRENKLE,JASON,8-Apr-34,NORTH CAROLINA,647-32-9130,MALE,113,DAFFODIL,1935/9/8,DEMOCRAT
SHANKARAN,JESSICA,1905/7/28,ARIZONA,534-45-2749,FEMALE,213,EIGHTEENTH,1935/9/9,REPUBLICAN
COLLINS,JACK,1912/6/2,Oregon,689-62-0951,MALE,2869,SELKIRK,1935/9/10,REPUBLICAN
DEVANEY,GRACE,1916/9/15,Alderwood,172-59-7201,FEMALE,2135,TWENTIETH,1935/9/11,REPUBLICAN
SIVARAMAN,AARON,1915/3/1,Alderwood,677-41-6466,MALE,1717,SEVENTEENTH,1935/9/12,REPUBLICAN
GAO,ISABELLA,1916/7/14,MEXICO,537-77-8181,FEMALE,326,THIRTEENTH,1935/9/13,REPUBLICAN
RUIZ,ISAIAH,1916/7/15,Alderwood,582-62-2401,MALE,1407,BENGAL,1935/9/14,REPUBLICAN
ANDERSON,LAUREN,1916/7/16,Alderwood,701-32-8595,MALE,1115,SAFFLOWER,1935/9/15,REPUBLICAN
FLAKE,LUKE,1916/9/20,Utah,497-61-1861,MALE,700,PINSCHER,1935/9/16,INDEPENDENT
SILVA,ALYSSA,1913/10/22,Alderwood,164-67-7386,FEMALE,3444,AIREDALE,1935/9/17,DEMOCRAT
RAY,CONNER,8-Apr-34,Alderwood,291-55-9619,MALE,231,KINNIKINICK,1935/9/18,DEMOCRAT
OVTCHINNIKOV,OLIVIA,1913/10/24,ARKANSAS,827-93-5775,FEMALE,181,DALMATIAN,1935/9/19,DEMOCRAT
MENDOZA,LUIS,1913/10/25,Oregon,511-73-6656,MALE,1537,MAPLE,1935/9/20,DEMOCRAT
CHOU,ABIGAIL,1916/7/22,Wyoming,012-73-9098,FEMALE,10,OAK,1935/9/21,DEMOCRAT
YOUNKIN,ISAAC,1916/7/23,Idaho,896-84-8900,MALE,92,FIFTH,1935/9/22,REPUBLICAN
LANG,CHLOE,1912/6/15,Alderwood,363-52-1853,FEMALE,1893,SELKIRK,1935/9/23,REPUBLICAN
MALLONEE,FRANK,1917/9/28,Alderwood,331-69-4085,MALE,2170,FOXGLOVE,1935/9/24,REPUBLICAN
FEASTER-ALLEY,SOPHIA,1913/10/30,Alderwood,929-01-2395,FEMALE,72,COONHOUND,1935/9/25,REPUBLICAN
LI,GEORGE,1916/9/30,Oregon,355-62-0231,MALE,39,PERSIMMON,1935/9/26,REPUBLICAN
MENDOZA,MORGAN,1915/3/16,Alderwood,810-07-7220,FEMALE,973,SIBERIAN,1935/9/27,REPUBLICAN
DURST,CHARLES,1916/10/2,Alderwood,892-31-6104,MALE,5,SPHYNX,1935/9/28,REPUBLICAN
SCHWENK,JULIA,8-Apr-34,Alderwood,371-63-8849,FEMALE,534,DALMATIAN,1935/9/29,INDEPENDENT
DUPUIS,HARRY,1916/7/31,Montana,274-14-8957,MALE,105,JUNIPER,1935/9/30,DEMOCRAT
PRICKETT,KAITLYN,1917/10/5,VERMONT,035-98-3577,FEMALE,255,COONHOUND,1935/10/1,DEMOCRAT
GINTNER,HAROLD,1913/11/6,Alderwood,423-49-8911,MALE,50,SECOND,1935/10/2,DEMOCRAT
SHIN,HAILEY,1915/3/22,ARIZONA,187-22-2354,FEMALE,166,HIMALAYA,1935/10/3,DEMOCRAT
BARANY,EDWARD,1913/11/8,Oregon,057-37-0966,MALE,2746,SEVENTH,1935/10/4,DEMOCRAT
ROBERTS,KATHERINE,1913/11/9,Alderwood,335-31-8190,FEMALE,819,BOXER,1935/10/5,REPUBLICAN
RODRIGUEZ,HENRY,1916/8/6,Alderwood,334-18-1884,MALE,546,PAWPAW,1935/10/6,REPUBLICAN
PEPION,NICOLE,1917/10/11,Washington,823-31-7771,FEMALE,1303,AIREDALE,1935/10/7,REPUBLICAN
NUKALA,WALTER,1915/3/27,Oregon,794-60-9820,MALE,313,KINNIKINICK,1935/10/8,REPUBLICAN
HESSER,ALEXANDRA,1916/8/9,Alderwood,229-83-9483,FEMALE,1701,TWELVTH,1935/10/9,REPUBLICAN
STRAATSMA,BERNIE,1915/3/29,Alderwood,960-51-1751,MALE,91,BOBTAIL,1935/10/10,REPUBLICAN
ESPY,SAVANNAH,1916/10/15,Utah,571-49-7871,FEMALE,210,TWELVTH,1935/10/11,REPUBLICAN
RODABAUGH,CHRISTIAN,1915/3/31,Oregon,509-27-6701,MALE,1210,TIFFANY,1935/10/12,INDEPENDENT
BEAGLEY,MACKENZIE,1913/11/17,Alderwood,111-05-8500,FEMALE,1002,BEARBERRY,1935/10/13,DEMOCRAT
MAHON,CARTER,1915/4/2,Alderwood,732-51-6759,MALE,1806,BORZOI,1935/10/14,DEMOCRAT
CUELLO,ALLISON,1916/8/15,Alderwood,372-77-9140,FEMALE,1663,AFGHAN,1935/10/15,DEMOCRAT
SRIRAM,CASPER,1916/8/16,Alderwood,421-03-3698,MALE,106,COLLIE,1935/10/16,DEMOCRAT
BEUS,JENNA,1916/10/21,Alderwood,887-58-7549,FEMALE,2373,SUMAC,1935/10/17,DEMOCRAT
THOMAS,JEFF,1915/4/6,ARIZONA,701-93-9966,MALE,363,BIRCH,1935/10/18,REPUBLICAN
SHAFER,FAITH,1912/7/11,Alderwood,733-60-2918,FEMALE,85,PHEASANT,1935/10/19,REPUBLICAN
JUNDT,KELVIN,1912/7/12,Alderwood,824-39-4961,MALE,868,LABRADOR,1935/10/20,REPUBLICAN
ELLIS,PAIGE,1912/7/13,Alderwood,368-33-6882,FEMALE,1775,MALAMUTE,1935/10/21,REPUBLICAN
POSSE,ROD,1915/4/10,ALASKA,962-75-9405,MALE,206,CHOWCHOW,1935/10/22,REPUBLICAN
WINGART,MAKAYLA,1913/11/27,KENTUCKY,761-22-3614,FEMALE,227,SERENGETI,1935/10/23,REPUBLICAN
WOOLBRIGHT,PATRICK,8-Apr-34,RHODE ISLAND,429-38-4194,MALE,369,MALAMUTE,1935/10/24,REPUBLICAN
TZEMOS,BONNIE,1912/7/17,Alderwood,942-77-2748,FEMALE,1505,AIREDALE,1935/10/25,INDEPENDENT
HOLBERY,DONOVAN,8-Apr-34,Alderwood,194-95-8035,MALE,252,DALMATIAN,1935/10/26,DEMOCRAT
LIU,KATIE,1913/12/1,Alderwood,683-19-8303,FEMALE,638,BLACKBERRY,1935/10/27,DEMOCRAT
SU,Alex,1917/11/1,Alderwood,943-77-8554,MALE,3486,FIRST ,1935/10/28,DEMOCRAT
PETERSON,Bonnie,1916/11/2,Mexico,570-75-3976,FEMALE,150,SIXTH,1935/10/29,DEMOCRAT
MATHEWS,Charley,1913/12/4,Alderwood,005-42-7108,MALE,1541,SIXTEENTH,1935/10/30,DEMOCRAT
SCHUMACHER,Danielle,1916/8/31,Utah,812-80-8178,FEMALE,215,EIGHTH,1935/10/31,REPUBLICAN
MERZOUK,Earl,1916/11/5,Washington,384-30-7911,MALE,226,AIREDALE,1935/11/1,REPUBLICAN
KHAWAJA,Frances,1915/4/21,Alderwood,067-36-8448,MALE,425,QUAIL,1935/11/2,REPUBLICAN
WOODWORTH,Gaston,8-Apr-34,OKLAHOMA,607-89-7091,MALE,76,THIRD,1935/11/3,REPUBLICAN
RADHAKRISHNAN,Hermine,1917/11/8,Alderwood,342-51-3110,FEMALE,511,HAWTHORN,1935/11/4,REPUBLICAN
BEZANSON,Ivan,1915/4/24,Utah,787-60-4509,MALE,450,CROWBERRY,1935/11/5,REPUBLICAN
KURTULUS,Jeanne,1913/12/11,Alderwood,996-26-8041,FEMALE,651,PALM,1935/11/6,REPUBLICAN
BLAHNIK,Karl,1916/9/7,Utah,921-70-3746,MALE,123,SAFFLOWER,1935/11/7,INDEPENDENT
ALMQUIST,Lisa,1913/12/13,Alderwood,961-96-7109,FEMALE,1862,CHERRY,1935/11/8,DEMOCRAT
JONES,Matthew,1913/12/14,ALASKA,201-16-6213,MALE,315,ELDERBERRY,1935/11/9,DEMOCRAT
FRINCKE,Nicole,1916/9/10,Alderwood,961-24-2813,FEMALE,2471,SNOWSHOE,1935/11/10,DEMOCRAT
VANNOY,Otto,1913/12/16,Utah,940-04-1746,MALE,885,CHERRY,1935/11/11,DEMOCRAT
WATERBURY,Paula,1911/3/23,Alderwood,612-11-6006,FEMALE,2667,THISTLE,1935/11/12,DEMOCRAT
TAYLOR,Richard,1912/8/5,Alderwood,956-05-0477,MALE,3003,CRANBERRY,1935/11/13,REPUBLICAN
QAFOKU,Shary,1913/12/19,ALABAMA,616-63-0694,FEMALE,417,ELDERBERRY,1935/11/14,REPUBLICAN
MAO,Tomas,1913/12/20,MEXICO,412-19-7497,MALE,722,BITTEROOT,1935/11/15,REPUBLICAN
KOROTKOV,VirginiA,1916/9/16,ARIZONA,632-10-5635,FEMALE,467,SAGUARO,1935/11/16,REPUBLICAN
SPINNEY,Walter,1913/12/22,Alderwood,419-38-6643,MALE,1711,KOMONDOR,1935/11/17,REPUBLICAN
GUTOWSKA,Arlene,8-Apr-34,MASSACHUSETTS,836-23-1488,FEMALE,11,ELDERBERRY,1935/11/18,REPUBLICAN
BRUCKNER-LEA,Bret,1915/5/8,ARKANSAS,444-33-2209,MALE,101,RASPBERRY,1935/11/19,REPUBLICAN
ROBINSON,Cindy,1916/9/20,ARIZONA,824-91-3599,FEMALE,46,CORNFLOWER,1935/11/20,INDEPENDENT
PITCHER,Dennis,1915/5/10,ARIZONA,086-68-8062,MALE,570,LUPIN,1935/11/21,DEMOCRAT
YOUNG,Emily,1916/9/22,Alderwood,080-82-2444,FEMALE,2240,PETERBALD,1935/11/22,DEMOCRAT
GOLDSMITH,Franklin,1915/5/12,Alderwood,881-42-5574,MALE,420,CLOUDBERRY,1935/11/23,DEMOCRAT
LO,Gert,8-Apr-34,Utah,492-52-3334,FEMALE,78,HONEYSUCKLE,1935/11/24,DEMOCRAT
MARES,Harvey,1913/12/30,Alderwood,238-98-6757,MALE,1053,SAVANNAH,1935/11/25,DEMOCRAT
IORDANOVA,Irene,1913/12/31,ARIZONA,618-73-6481,FEMALE,76,TWELVTH,1935/11/26,REPUBLICAN
SKAGGS,Jose,8-Apr-34,Alderwood,189-78-2951,MALE,756,THIRD,1935/11/27,REPUBLICAN
MENG,Katrina,1916/9/28,GEORGIA,164-68-4450,FEMALE,383,MUNCHKIN,1935/11/28,REPUBLICAN
HARTMANN,Lee,1915/5/18,ARIZONA,826-36-8110,MALE,255,SUNFLOWER,1935/11/29,REPUBLICAN
QUADREL,Maria,1914/1/4,California,803-23-1673,FEMALE,153,LOCUST,1935/11/30,REPUBLICAN
SINGH,Nate,1915/5/20,Alderwood,554-45-1944,MALE,381,LUPIN,1935/12/1,REPUBLICAN
LEDBETTER,Ophelia,1912/8/24,ARIZONA,290-69-3961,FEMALE,935,JUNIPER,1935/12/2,REPUBLICAN
COYNE,Philippe,1914/1/7,NEW YORK,810-91-9170,MALE,195,BEARBERRY,1935/12/3,INDEPENDENT
SANTIAGO-ROJAS,Rita,1916/10/4,Alderwood,871-18-3892,FEMALE,1768,KEESHOND,1935/12/4,DEMOCRAT
HARANCZYK,Stan,1917/12/9,Alderwood,767-01-8082,MALE,3073,LAVENDER,1935/12/5,DEMOCRAT
FRIEDRICH,Tammy,1914/1/10,Oregon,153-13-8499,FEMALE,2950,PINSCHER,1935/12/6,DEMOCRAT
SCHERRER,Vince,1914/1/11,Alderwood,057-34-2243,MALE,906,ELDERBERRY,1935/12/7,DEMOCRAT
KENNY,Wilma,1914/1/12,Idaho,489-34-6359,FEMALE,1,SPANIEL,1935/12/8,DEMOCRAT
SHAH,Alberto,1914/1/13,MASSACHUSETTS,990-47-2072,MALE,7,COON,1935/12/9,REPUBLICAN
WINTERS,Beryl,1914/1/14,Alderwood,907-67-1910,FEMALE,77,POODLE,1935/12/10,REPUBLICAN
HARRIS,Chris,1915/5/30,Oregon,889-89-0517,MALE,4174,STRAWBERRY,1935/12/11,REPUBLICAN
WHITE,Debby,1912/9/3,MEXICO,558-22-9026,FEMALE,290,PERSIAN,1935/12/12,REPUBLICAN
BASKARAN,Ernesto,1914/1/17,Alderwood,936-85-5953,MALE,2100,PANSY,1935/12/13,REPUBLICAN
SCHUR,Florence,1915/6/2,Washington,576-27-5058,FEMALE,1732,SINGAPURA,1935/12/14,REPUBLICAN
SINGHAL,Gordon,1916/10/15,ARIZONA,343-70-2335,MALE,92,MARIGOLD,1935/12/15,REPUBLICAN
CLARK,Helene,1916/10/16,Alderwood,121-75-8548,FEMALE,2121,PERSIAN,1935/12/16,INDEPENDENT
IMTIAZ,Isaac,8-Apr-34,Idaho,199-14-9855,MALE,90,CHOLLA,1935/12/17,DEMOCRAT
GANO,Joyce,1905/11/5,Utah,310-28-6381,FEMALE,130,HONEYSUCKLE,1935/12/18,DEMOCRAT
COFFEY,Kirk,1912/9/10,Montana,448-03-0473,MALE,151,SCHNAUZER,1935/12/19,DEMOCRAT
BARTLETT,Leslie,1916/12/24,Alderwood,406-16-1775,FEMALE,2702,BASSET,1935/12/20,DEMOCRAT
THOMPSON,Michael,1915/6/9,Alderwood,830-25-8679,MALE,406,BITTERSWEET,1935/12/21,DEMOCRAT
ZHANG,Nadine,1916/10/22,Montana,919-31-2845,FEMALE,169,SIAMESE,1935/12/22,REPUBLICAN
DAHL,Oscar,1916/10/23,Utah,344-12-0074,MALE,179,BASSET,1935/12/23,REPUBLICAN
CANNON,Patty,1916/10/24,Montana,332-11-1392,FEMALE,195,SIXTH,1935/12/24,REPUBLICAN
BARRERAS,Rafael,1916/12/29,Alderwood,417-08-3996,MALE,1351,KOMONDOR,1935/12/25,REPUBLICAN
HOZA,Sandy,1914/1/30,VERMONT,129-53-2750,FEMALE,41,FOURTH,1935/12/26,REPUBLICAN
RODRIGUEZ,Tony,8-Apr-34,Alderwood,296-11-5885,MALE,402,DOGWOOD,1935/12/27,REPUBLICAN
RHOADS,Valerie,1914/2/1,INDIANA,795-26-1693,FEMALE,237,BOBTAIL,1935/12/28,REPUBLICAN
CARVO,William,1914/2/2,California,086-28-6526,MALE,2,ASIAN,1935/12/29,INDEPENDENT
SOMASUNDARAM,Andrea,1916/10/30,Oregon,647-08-5398,FEMALE,1849,DAFFODIL,1935/12/30,DEMOCRAT
SHI,Barry,1916/10/31,Alderwood,188-92-7648,MALE,1827,PINE,1935/12/31,DEMOCRAT
RESCH,Chantal,1912/9/23,Alderwood,713-97-6956,FEMALE,357,SCOTTISH,1936/1/1,DEMOCRAT
PARKHURST,Dean,1918/1/6,ARIZONA,984-68-2459,MALE,34,CRANBERRY,1936/1/2,DEMOCRAT
NELSON,Erin,1914/2/7,Oregon,368-53-9038,FEMALE,3985,BARREL,1936/1/3,DEMOCRAT
BREWER,Felix,1917/1/8,Alderwood,960-28-9135,MALE,828,KEESHOND,1936/1/4,REPUBLICAN
XIE,Gabrielle,1915/6/24,Utah,117-75-0628,FEMALE,77,MUNCHKIN,1936/1/5,REPUBLICAN
SILVER,Humberto,1917/1/10,Alderwood,605-35-4660,MALE,30,SUMAC,1936/1/6,REPUBLICAN
AZAD,Ingrid,1928/3/17,Alderwood,964-39-5545,FEMALE,1281,MALTESE,1936/1/7,REPUBLICAN
GACKLE,Jerry,1916/11/8,Alderwood,991-43-2577,MALE,716,BOXER,1936/1/8,REPUBLICAN
LIU,Karen,1918/1/13,NEW HAMPSHIRE,175-15-9998,FEMALE,229,ABYSSINIAN,1936/1/9,REPUBLICAN
CHIN,Lorenzo,1914/2/14,Alderwood,842-38-1054,MALE,465,PALMETTO,1936/1/10,REPUBLICAN
CUNNINGHAM,Melissa,1915/6/30,Alderwood,728-57-2114,FEMALE,2737,JUNIPER,1936/1/11,INDEPENDENT
LARA,Noel,1914/2/16,Montana,604-29-9920,FEMALE,192,SNOWSHOE,1936/1/12,DEMOCRAT
SKINNER,Olga,1914/2/17,Alderwood,653-76-6545,FEMALE,2555,CHOLLA,1936/1/13,DEMOCRAT
HUGHES,Pablo,1916/11/14,Alderwood,741-19-9032,MALE,2954,BARBERRY,1936/1/14,DEMOCRAT
GRUBBS,Rebekah,1918/1/19,Idaho,095-68-4479,FEMALE,185,SAGUARO,1936/1/15,DEMOCRAT
FREDERICK,Sebastien,1915/7/5,Alderwood,840-19-7940,MALE,1529,ELEVENTH,1936/1/16,DEMOCRAT
CAO,Tanya,1916/11/17,ARIZONA,222-49-5583,FEMALE,461,LILY,1936/1/17,REPUBLICAN
ELY,Van,1915/7/7,Alderwood,228-45-6225,MALE,344,PHEASANT,1936/1/18,REPUBLICAN
GIBBONS,Wendy,1917/1/23,Alderwood,526-52-9800,FEMALE,812,JUNIPER,1936/1/19,REPUBLICAN
HU,Arthur,1915/7/9,Montana,940-03-7005,MALE,27,PALMETTO,1936/1/20,REPUBLICAN
TIMCHALK,Bertha,1914/2/25,ARIZONA,495-70-1637,FEMALE,145,BIRCH,1936/1/21,REPUBLICAN
LIN,Cristobal,1915/7/11,Alderwood,208-30-9866,MALE,1911,ELEVENTH,1936/1/22,REPUBLICAN
WU,Dolly,1916/11/23,Utah,069-01-5125,FEMALE,290,ASIAN,1936/1/23,REPUBLICAN
HORNE,Edouard,1916/11/24,Alderwood,224-12-8898,MALE,350,PETERBALD,1936/1/24,INDEPENDENT
HARDMAN,Fay,1917/1/29,Alderwood,021-19-6464,FEMALE,2170,MUM,1936/1/25,DEMOCRAT
CALDWELL,Gustav,1915/7/15,Montana,924-04-1359,MALE,90,STRAWBERRY,1936/1/26,DEMOCRAT
SWANSON,Hanna,1912/10/19,INDIANA,687-91-2703,FEMALE,163,REX,1936/1/27,DEMOCRAT
KRATZER,Ike,1912/10/20,Alderwood,276-44-2554,MALE,1163,PIXIE,1936/1/28,DEMOCRAT
ROH,Josephine,1912/10/21,California,518-10-4488,FEMALE,120,CHOWCHOW,1936/1/29,DEMOCRAT
MARASCO,Kyle,1915/7/19,ARIZONA,743-78-2171,MALE,139,BOMBAY,1936/1/30,REPUBLICAN
APRA,Laura,1914/3/7,Alderwood,527-59-8015,FEMALE,2541,BRITTANY,1936/1/31,REPUBLICAN
HECK,Marco,8-Apr-34,GEORGIA,647-67-3681,MALE,321,ABYSSINIAN,1936/2/1,REPUBLICAN
LI,Nana,1912/10/25,Oregon,705-68-6963,FEMALE,810,BEAGLE,1936/2/2,REPUBLICAN
THEVUTHASAN,Omar,8-Apr-34,KANSAS,374-10-0780,MALE,1751,SOMALI,1936/2/3,REPUBLICAN
QAFOKU,Paloma,1914/3/11,Idaho,398-08-5342,FEMALE,183,SECOND,1936/2/4,REPUBLICAN
KOUADIO,Rene,1918/2/9,Alderwood,214-08-6033,MALE,306,PERSIAN,1936/2/5,REPUBLICAN
STENKAMP,Sally,1917/2/10,ARIZONA,366-80-6345,FEMALE,560,KOMONDOR,1936/2/6,INDEPENDENT
WOO,Teddy,1914/3/14,Alderwood,132-12-5374,MALE,1442,SPHYNX,1936/2/7,DEMOCRAT
ZHANG,Vicky,1916/12/9,California,642-27-0698,FEMALE,245,TURKISH,1936/2/8,DEMOCRAT
SADESKY,Wilfred,1917/2/13,Utah,189-53-1740,MALE,1215,SAGUARO,1936/2/9,DEMOCRAT
SMITH,Ana,1915/7/30,Alderwood,435-36-8144,FEMALE,1362,BOBTAIL,1936/2/10,DEMOCRAT
SARIPALLI,Bill,8-Apr-34,Alderwood,856-19-9679,MALE,1123,BASENJI,1936/2/11,DEMOCRAT
FAULK,Claudette,1918/2/16,OKLAHOMA,178-26-3559,FEMALE,551,BASSET,1936/2/12,REPUBLICAN
RAMIREZ,Danny,1915/8/2,Oregon,247-16-8153,MALE,3490,PINSCHER,1936/2/13,REPUBLICAN
YANTASEE,Erika,1914/3/21,Alderwood,807-88-4978,FEMALE,290,MALTESE,1936/2/14,REPUBLICAN
LARSEN,Fred,1916/12/16,Alderwood,975-80-5864,MALE,1285,FOXGLOVE,1936/2/15,REPUBLICAN
ZHONG,Grace,1914/3/23,Alderwood,904-53-6345,FEMALE,327,CRANBERRY,1936/2/16,REPUBLICAN
GUZMAN,Henri,1914/3/24,Washington,644-83-0985,MALE,101,CORALBERRY,1936/2/17,REPUBLICAN
AVILA,Ida,1916/12/19,Alderwood,369-55-0440,FEMALE,1113,PHEASANT,1936/2/18,REPUBLICAN
GERK,Joaquin,1914/3/26,Alderwood,483-36-5874,FEMALE,721,NINTH,1936/2/19,INDEPENDENT
ZHANG,Kate,1911/7/1,Utah,917-51-6830,FEMALE,122,EIGHTEENTH,1936/2/20,DEMOCRAT
LUO,Larry,1912/11/13,Alderwood,949-13-2628,MALE,2639,BOXER,1936/2/21,DEMOCRAT
TANG,Mindy,1914/3/29,ARIZONA,296-24-2840,FEMALE,325,TIFFANY,1936/2/22,DEMOCRAT
STEGEN,Nicholas,1914/3/30,Alderwood,024-46-2023,MALE,1148,KINNIKINICK,1936/2/23,DEMOCRAT
BOGDANOV,Odette,1916/12/25,Alderwood,542-33-3195,FEMALE,1043,SIBERIAN,1936/2/24,DEMOCRAT
HAMPT,Peter,1914/4/1,Oregon,906-05-7830,MALE,940,SALMON,1936/2/25,REPUBLICAN
ZHENG,Rose,1938/8/13,Alderwood,076-87-4521,FEMALE,3045,PEONY,1936/2/26,REPUBLICAN
GASPAR,Sam,1915/8/16,Alderwood,512-42-7237,MALE,1386,CHERRY,1936/2/27,REPUBLICAN
FORD,Teresa,1916/12/29,Alderwood,624-43-6387,FEMALE,1407,ANGORA,1936/2/28,REPUBLICAN
AHN,Victor,1915/8/18,Utah,544-65-0493,MALE,1160,SIAMESE,1936/2/29,REPUBLICAN
VALIEV,Wanda,1916/12/31,Oregon,229-93-3133,FEMALE,1813,EIGHTEENTH,1936/3/1,REPUBLICAN
PEREZ,THOMAS,1915/8/20,Alderwood,131-70-9855,MALE,3269,ASTER,1936/3/2,REPUBLICAN
HENSYEL,MARY,8-Apr-34,Alderwood,410-74-0454,FEMALE,1374,SIBERIAN,1936/3/3,INDEPENDENT
LEI,JAMES,1914/4/9,Montana,533-36-5313,MALE,99,HOLLY,1936/3/4,DEMOCRAT
LUDERS,PATRICIA,1914/4/10,Alderwood,880-29-1123,FEMALE,530,BENGAL,1936/3/5,DEMOCRAT
SHUTTHANANDAN,JOHN,8-Apr-34,Alderwood,855-19-0484,MALE,1774,CRANBERRY,1936/3/6,DEMOCRAT
BOGGAVARAPU,LINDA,1917/1/6,Oregon,527-07-0457,FEMALE,2986,ELEVENTH,1936/3/7,DEMOCRAT
AMAN,ROBERT,1915/8/26,ARIZONA,929-10-4345,MALE,203,ABYSSINIAN,1936/3/8,DEMOCRAT
FOLEY,BARBARA,1914/4/14,Montana,212-48-7302,FEMALE,23,NINETEENTH ,1936/3/9,REPUBLICAN
CHIEN,MICHAEL,1915/8/28,Utah,772-83-0049,MALE,745,SNOWBERRY,1936/3/10,REPUBLICAN
YANG,ELIZABETH,1912/12/2,Alderwood,557-42-0934,FEMALE,1630,SIXTEENTH,1936/3/11,REPUBLICAN
PANGELINAN,WILLIAM,1914/4/17,Idaho,820-82-3059,MALE,2,MARIGOLD,1936/3/12,REPUBLICAN
SMIDGA,JENNIFER,1917/1/12,Alderwood,333-35-4555,FEMALE,595,BASSET,1936/3/13,REPUBLICAN
MCDONALD,DAVID,1918/3/19,Alderwood,370-71-4874,MALE,763,SNOWSHOE,1936/3/14,REPUBLICAN
REDINGER,MARIA,1914/4/20,Alderwood,419-50-5165,FEMALE,1099,POODLE,1936/3/15,REPUBLICAN
THORNTON,RICHARD,1914/4/21,ARKANSAS,796-63-4960,MALE,452,LAVENDER,1936/3/16,INDEPENDENT
MORAN,SUSAN,1914/4/22,Alderwood,390-93-1515,FEMALE,1040,FIFTEENTH,1936/3/17,DEMOCRAT
ORTIZ,CHARLES,1914/4/23,Alderwood,042-32-9839,MALE,453,SEVENTEENTH,1936/3/18,DEMOCRAT
TOLIC,MARGARET,1914/4/24,Alderwood,229-19-0368,FEMALE,1214,RASPBERRY,1936/3/19,DEMOCRAT
AREVALO,JOSEPH,1915/9/7,Alderwood,163-47-1709,MALE,874,DALMATIAN,1936/3/20,DEMOCRAT
WOODSTOCK,DOROTHY,1912/12/12,Oregon,425-86-8084,FEMALE,517,SAVANNAH,1936/3/21,DEMOCRAT
ZHANG,JOSEPH,1914/4/27,Alderwood,678-20-9812,MALE,2520,TWINBERRY,1936/3/22,REPUBLICAN
